StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
QLD,175,Petrie,65993,Deception Bay PPVC,2330,57.01,1757,42.99,4087,9.17
QLD,175,Petrie,12040,Deception Bay South,891,52.23,815,47.77,1706,12.53
QLD,175,Petrie,83276,Deception Bay West,546,52.2,500,47.8,1046,13.62
QLD,175,Petrie,30166,Divisional Office (PREPOLL),0,0,0,0,0,-48
QLD,175,Petrie,6399,Fitzgibbon,850,45.21,1030,54.79,1880,7.6
QLD,175,Petrie,82932,Griffin,901,51.9,835,48.1,1736,6.56
QLD,175,Petrie,6411,Kippa-Ring,757,53.12,668,46.88,1425,8.26
QLD,175,Petrie,6412,Kippa-Ring North,350,56.45,270,43.55,620,0.31
QLD,175,Petrie,6416,Kippa-Ring West,1064,55.88,840,44.12,1904,13.41
QLD,175,Petrie,12063,Mango Hill,623,56.95,471,43.05,1094,7.29
QLD,175,Petrie,65224,Mango Hill South,1229,60.39,806,39.61,2035,6.3
QLD,175,Petrie,6413,Margate,771,52.77,690,47.23,1461,6.57
QLD,175,Petrie,31440,Moreton Downs,487,55.78,386,44.22,873,11.63
QLD,175,Petrie,58567,Murrumba Downs (Petrie),282,52.51,255,47.49,537,10.2
QLD,175,Petrie,38225,North Lakes,1083,58.01,784,41.99,1867,4.57
QLD,175,Petrie,58525,North Lakes North,1922,57.17,1440,42.83,3362,2.53
QLD,175,Petrie,64726,North Lakes PETRIE PPVC,3922,62.73,2330,37.27,6252,2.92
QLD,175,Petrie,6415,Redcliffe,935,56.53,719,43.47,1654,7.06
QLD,175,Petrie,47703,Redcliffe PPVC,8262,61.44,5185,38.56,13447,5.69
QLD,175,Petrie,46453,Redcliffe South,546,54.22,461,45.78,1007,6.66
QLD,175,Petrie,11642,Rothwell,403,60.88,259,39.12,662,4.8
QLD,175,Petrie,65822,Sandgate PETRIE PPVC,1332,57.24,995,42.76,2327,3.2
QLD,175,Petrie,6417,Scarborough,1323,57.52,977,42.48,2300,4.52
QLD,175,Petrie,6418,Scarborough North,723,67.13,354,32.87,1077,4.22
QLD,175,Petrie,32587,Special Hospital Team 1,384,71.11,156,28.89,540,9.91
QLD,175,Petrie,46458,Special Hospital Team 2,250,62.97,147,37.03,397,1.72
QLD,175,Petrie,58563,Special Hospital Team 3,515,67.5,248,32.5,763,6.31
QLD,175,Petrie,58727,Strathpine PETRIE PPVC,1147,59.74,773,40.26,1920,8.09
QLD,175,Petrie,33993,Taigum (Petrie),231,45.21,280,54.79,511,0.09
QLD,175,Petrie,6423,Woody Point,629,56.21,490,43.79,1119,3.32
QLD,175,Petrie,47775,Woody Point North,810,51.53,762,48.47,1572,3.78
QLD,176,Rankin,5527,Algester,1159,44.7,1434,55.3,2593,1.93
QLD,176,Rankin,47723,Algester South,1050,50.43,1032,49.57,2082,5.18
QLD,176,Rankin,58755,Beenleigh RANKIN PPVC,184,47.06,207,52.94,391,4.78
QLD,176,Rankin,5528,Berrinba East,361,28.67,898,71.33,1259,7.8
QLD,176,Rankin,65483,BLV Rankin PPVC,3,18.75,13,81.25,16,9.66
QLD,176,Rankin,56194,Boronia Heights (Rankin),181,39.78,274,60.22,455,7.22
QLD,176,Rankin,14232,Brisbane City (Rankin),119,48.77,125,51.23,244,13.48
QLD,176,Rankin,97491,Brisbane City RANKIN PPVC,119,49.38,122,50.62,241,5.9
QLD,176,Rankin,97490,Brisbane RANKIN PPVC,402,43.74,517,56.26,919,0.16
QLD,176,Rankin,6433,Browns Plains,599,36.26,1053,63.74,1652,7.1
QLD,176,Rankin,47736,Browns Plains RANKIN PPVC,3770,45.22,4567,54.78,8337,2.61
QLD,176,Rankin,31791,Burrowes,672,31.5,1461,68.5,2133,7.57
QLD,176,Rankin,65788,Calamvale,1071,44.02,1362,55.98,2433,-3.16
QLD,176,Rankin,38235,Calamvale East,435,42.15,597,57.85,1032,-2.05
QLD,176,Rankin,5386,Chatswood Hills,603,47.67,662,52.33,1265,2.99
QLD,176,Rankin,6439,Crestmead,516,32.27,1083,67.73,1599,9.58
QLD,176,Rankin,47729,Crestmead South,176,32.71,362,67.29,538,8.72
QLD,176,Rankin,30167,Divisional Office (PREPOLL),0,0,0,0,0,0
QLD,176,Rankin,12000,Eight Mile Plains (Rankin),531,45.78,629,54.22,1160,1.97
QLD,176,Rankin,47727,Hillcrest (Rankin),354,40.64,517,59.36,871,6.05
QLD,176,Rankin,31795,Kingston,361,27.68,943,72.32,1304,4.64
QLD,176,Rankin,32567,Kuraby (Rankin),219,39.67,333,60.33,552,-3.78
QLD,176,Rankin,65804,Loganholme RANKIN PPVC,560,51.9,519,48.1,1079,0.23
QLD,176,Rankin,31797,Mabel Park,424,35.99,754,64.01,1178,7.41
QLD,176,Rankin,6461,Marsden (Rankin),316,32.28,663,67.72,979,8.38
QLD,176,Rankin,38265,Meadowbrook (Rankin),141,43.79,181,56.21,322,4.78
QLD,176,Rankin,31800,Regents Park,608,45.92,716,54.08,1324,11.01
QLD,176,Rankin,31955,Rochedale (Rankin),588,53.9,503,46.1,1091,11.33
QLD,176,Rankin,5402,Rochedale South,268,46.94,303,53.06,571,1.84
QLD,176,Rankin,65786,Rocklea RANKIN PPVC,440,58.9,307,41.1,747,8.41
QLD,176,Rankin,56144,Runcorn Heights (Rankin),171,46.47,197,53.53,368,-0.05
QLD,176,Rankin,12014,Slacks Creek (Rankin),929,52.52,840,47.48,1769,4.47
QLD,176,Rankin,32865,Special Hospital Team 1,140,50.18,139,49.82,279,-0.12
QLD,176,Rankin,32866,Special Hospital Team 2,132,53.66,114,46.34,246,3.39
QLD,176,Rankin,5407,Springwood Central,545,48.32,583,51.68,1128,0.1
QLD,176,Rankin,83387,Springwood East,170,52.47,154,47.53,324,5.03
QLD,176,Rankin,65787,Springwood RANKIN PPVC,3456,54.31,2907,45.69,6363,-0.21
QLD,176,Rankin,5408,Springwood Road,1490,49.11,1544,50.89,3034,1.76
QLD,176,Rankin,47776,Stretton,1401,48,1518,52,2919,1.09
QLD,176,Rankin,5554,Woodridge,280,27.48,739,72.52,1019,5.5
QLD,176,Rankin,5536,Woodridge East,230,29.22,557,70.78,787,5.73
QLD,176,Rankin,5555,Woodridge North,254,25.43,745,74.57,999,5.52
QLD,176,Rankin,34276,Woodridge RANKIN PPVC,3267,32.57,6763,67.43,10030,2.28
QLD,176,Rankin,6489,Yugumbir,829,43.68,1069,56.32,1898,9.74
QLD,177,Ryan,5169,Ashgrove West (Ryan),648,52.98,575,47.02,1223,-5.1
QLD,177,Ryan,6496,Auchenflower,932,48.42,993,51.58,1925,-4.76
QLD,177,Ryan,6498,Bardon,587,49.45,600,50.55,1187,-7.78
QLD,177,Ryan,46367,Bellbowrie,682,66.28,347,33.72,1029,-0.68
QLD,177,Ryan,83402,Bellbowrie PPVC,1718,64.95,927,35.05,2645,-0.87
QLD,177,Ryan,65600,BLV Ryan PPVC,0,0,0,0,0,-56
QLD,177,Ryan,14233,Brisbane City (Ryan),22,33.33,44,66.67,66,-13.97
QLD,177,Ryan,58694,Brisbane City RYAN PPVC,1542,51.3,1464,48.7,3006,-1.33
QLD,177,Ryan,65727,Brisbane RYAN PPVC,467,58.96,325,41.04,792,-5.01
QLD,177,Ryan,6500,Brookfield,900,71.32,362,28.68,1262,-3.09
QLD,177,Ryan,6502,Chapel Hill,1295,63.36,749,36.64,2044,-2.41
QLD,177,Ryan,6494,Chapel Hill South,859,58.36,613,41.64,1472,-5.03
QLD,177,Ryan,30168,Divisional Office (PREPOLL),19,59.38,13,40.63,32,59.38
QLD,177,Ryan,5171,Dorrington (Ryan),303,56.74,231,43.26,534,-1.59
QLD,177,Ryan,94815,Enoggera (Ryan),310,51.84,288,48.16,598,2.71
QLD,177,Ryan,83421,Everton Hills RYAN PPVC,1559,56.53,1199,43.47,2758,1
QLD,177,Ryan,32492,Ferny Grove,1092,47.58,1203,52.42,2295,1.07
QLD,177,Ryan,6507,Fig Tree Pocket,1248,66.74,622,33.26,1870,-5.55
QLD,177,Ryan,56202,Gaythorne,589,46.75,671,53.25,1260,1.95
QLD,177,Ryan,32495,Grovely (Ryan),302,39.32,466,60.68,768,0.23
QLD,177,Ryan,6508,Indooroopilly,710,45.9,837,54.1,1547,-3.43
QLD,177,Ryan,6509,Indooroopilly East,1095,57.6,806,42.4,1901,-3.57
QLD,177,Ryan,38279,Indooroopilly PPVC,5217,61.01,3334,38.99,8551,-7.14
QLD,177,Ryan,6510,Indooroopilly West,988,49.55,1006,50.45,1994,-9.27
QLD,177,Ryan,6511,Ironside,1399,52.12,1285,47.88,2684,-8.42
QLD,177,Ryan,6512,Kenmore,1322,59.52,899,40.48,2221,-3.23
QLD,177,Ryan,6513,Kenmore South,1165,55.5,934,44.5,2099,-4.23
QLD,177,Ryan,11996,Keperra,710,48.23,762,51.77,1472,-1.25
QLD,177,Ryan,38089,Milton (Ryan),406,54.28,342,45.72,748,-8.83
QLD,177,Ryan,5188,Mitchelton,975,47.06,1097,52.94,2072,-4.3
QLD,177,Ryan,6515,Moggill,1609,57.92,1169,42.08,2778,-1.59
QLD,177,Ryan,5193,Oxford Park,421,43.54,546,56.46,967,0.89
QLD,177,Ryan,6518,Pullenvale,824,66.99,406,33.01,1230,-4.93
QLD,177,Ryan,6519,Rainworth,1137,53.26,998,46.74,2135,-6.39
QLD,177,Ryan,32735,Special Hospital Team 1,82,59.42,56,40.58,138,-11.51
QLD,177,Ryan,32736,Special Hospital Team 2,229,66.76,114,33.24,343,-3.94
QLD,177,Ryan,58484,Special Hospital Team 3,147,76.17,46,23.83,193,5.28
QLD,177,Ryan,6521,St Lucia,350,51.78,326,48.22,676,-5.44
QLD,177,Ryan,6524,The Gap,996,50.82,964,49.18,1960,-3.43
QLD,177,Ryan,6525,The Gap East,1025,49.4,1050,50.6,2075,-6.15
QLD,177,Ryan,83414,The Gap PPVC,2148,57.82,1567,42.18,3715,2.36
QLD,177,Ryan,6528,The Gap West,1023,55.21,830,44.79,1853,-3.42
QLD,177,Ryan,31470,Toowong,1287,46.51,1480,53.49,2767,-4.53
QLD,177,Ryan,6527,Toowong West,627,49.96,628,50.04,1255,-4.76
QLD,177,Ryan,6501,Upper Brookfield,260,54.39,218,45.61,478,-2.63
QLD,177,Ryan,58544,Upper Kedron,891,61.66,554,38.34,1445,5.77
QLD,178,Wide Bay,6537,Amamoor,239,67.9,113,32.1,352,3.1
QLD,178,Wide Bay,6538,Baddow,749,60.94,480,39.06,1229,9.24
QLD,178,Wide Bay,6539,Bauple,244,66.12,125,33.88,369,17.86
QLD,178,Wide Bay,6560,Bell Hilltop,500,57.6,368,42.4,868,9.39
QLD,178,Wide Bay,65423,BLV Wide Bay PPVC,5,62.5,3,37.5,8,32.5
QLD,178,Wide Bay,6541,Boonooroo,187,67.03,92,32.97,279,6.77
QLD,178,Wide Bay,6543,Boreen Point,205,44.66,254,55.34,459,2.65
QLD,178,Wide Bay,6547,Brooweena,70,66.67,35,33.33,105,-2.45
QLD,178,Wide Bay,6550,Chatsworth,371,72.18,143,27.82,514,8.33
QLD,178,Wide Bay,6551,Cherbourg,68,26.36,190,73.64,258,1.76
QLD,178,Wide Bay,6552,Cloyna,154,89.02,19,10.98,173,15.89
QLD,178,Wide Bay,47699,Cooloola Cove,663,63.08,388,36.92,1051,10.84
QLD,178,Wide Bay,6554,Cooran,403,43.9,515,56.1,918,-0.87
QLD,178,Wide Bay,5422,Cooroy,1572,57.65,1155,42.35,2727,2.4
QLD,178,Wide Bay,6573,Cootharaba Rd,669,58.48,475,41.52,1144,10.48
QLD,178,Wide Bay,31543,Curra,396,64.6,217,35.4,613,14.6
QLD,178,Wide Bay,30169,Divisional Office (PREPOLL),0,0,0,0,0,-66.67
QLD,178,Wide Bay,6561,Federal,168,65.88,87,34.12,255,10.08
QLD,178,Wide Bay,6564,Glenwood,390,55.87,308,44.13,698,11.99
QLD,178,Wide Bay,6566,Goomboorian,297,65.56,156,34.44,453,3.87
QLD,178,Wide Bay,6567,Goomeri,312,79.19,82,20.81,394,10.34
QLD,178,Wide Bay,6568,Granville,509,52.42,462,47.58,971,3.46
QLD,178,Wide Bay,6569,Gunalda,185,64.91,100,35.09,285,8.45
QLD,178,Wide Bay,6572,Gympie Central,906,59.41,619,40.59,1525,8.91
QLD,178,Wide Bay,6557,Gympie East,219,65.96,113,34.04,332,3.03
QLD,178,Wide Bay,6578,Gympie North,539,61.25,341,38.75,880,9.61
QLD,178,Wide Bay,32767,Gympie PPVC,7485,69.09,3348,30.91,10833,6.52
QLD,178,Wide Bay,6575,Horseshoe Bend,541,66.06,278,33.94,819,7.8
QLD,178,Wide Bay,6581,Imbil,468,57,353,43,821,-0.32
QLD,178,Wide Bay,6583,Jones Hill,763,71.18,309,28.82,1072,7
QLD,178,Wide Bay,6584,Kandanga,260,69.33,115,30.67,375,6.12
QLD,178,Wide Bay,6587,Kilkivan,311,70.84,128,29.16,439,4.99
QLD,178,Wide Bay,6592,Kin Kin,160,49.69,162,50.31,322,1.6
QLD,178,Wide Bay,6594,Kybong,35,58.33,25,41.67,60,-2.52
QLD,178,Wide Bay,6644,Lower Wonga,173,75.22,57,24.78,230,2.4
QLD,178,Wide Bay,6598,Maryborough,804,54.14,681,45.86,1485,8.57
QLD,178,Wide Bay,6610,Maryborough West,610,53.65,527,46.35,1137,7.02
QLD,178,Wide Bay,65764,Maryborough WIDE BAY PPVC,6365,61.28,4022,38.72,10387,8.72
QLD,178,Wide Bay,58878,Mothar Mountain,129,68.25,60,31.75,189,7.46
QLD,178,Wide Bay,6606,Mungar,238,72.56,90,27.44,328,11.38
QLD,178,Wide Bay,6607,Murgon,845,72.22,325,27.78,1170,6.95
QLD,178,Wide Bay,5443,Noosa Heads,1034,54.02,880,45.98,1914,-2.28
QLD,178,Wide Bay,32756,Noosa Heads PPVC,0,0,0,0,0,0
QLD,178,Wide Bay,5444,Noosaville,533,68.95,240,31.05,773,0.24
QLD,178,Wide Bay,33132,Noosaville West (Wide Bay),1087,64.21,606,35.79,1693,6.14
QLD,178,Wide Bay,5447,Peregian Beach,576,49.48,588,50.52,1164,-5.23
QLD,178,Wide Bay,6614,Pie Creek,368,74.49,126,25.51,494,6.6
QLD,178,Wide Bay,6616,Pomona,820,50.96,789,49.04,1609,1.06
QLD,178,Wide Bay,6618,Rainbow Beach,353,62.59,211,37.41,564,2.48
QLD,178,Wide Bay,6577,Southside,1214,68.67,554,31.33,1768,9.1
QLD,178,Wide Bay,32689,Special Hospital Team 1,468,68.62,214,31.38,682,2.72
QLD,178,Wide Bay,32690,Special Hospital Team 2,169,70.42,71,29.58,240,4.47
QLD,178,Wide Bay,38168,Special Hospital Team 3,13,68.42,6,31.58,19,2.51
QLD,178,Wide Bay,65120,Special Hospital Team 4,88,59.46,60,40.54,148,-6.58
QLD,178,Wide Bay,6625,Tansey,71,84.52,13,15.48,84,1.03
QLD,178,Wide Bay,5448,Tewantin,1313,55.54,1051,44.46,2364,2.73
QLD,178,Wide Bay,83340,Tewantin South,449,62.62,268,37.38,717,7.36
QLD,178,Wide Bay,32757,Tewantin WIDE BAY PPVC,7023,65.57,3687,34.43,10710,0.47
QLD,178,Wide Bay,6627,Tiaro,296,62.45,178,37.55,474,1.48
QLD,178,Wide Bay,6629,Tin Can Bay,554,58.07,400,41.93,954,-2.45
QLD,178,Wide Bay,6628,Tinana,880,63.49,506,36.51,1386,5.72
QLD,178,Wide Bay,34128,Tinbeerwah,459,63.75,261,36.25,720,1.02
QLD,178,Wide Bay,6637,Veteran,187,65.16,100,34.84,287,3.24
QLD,178,Wide Bay,65121,Weyba,969,65.43,512,34.57,1481,-1.41
QLD,178,Wide Bay,6639,Widgee,286,72.77,107,27.23,393,10.68
QLD,178,Wide Bay,6641,Wolvi,85,65.89,44,34.11,129,8.83
QLD,316,Wright,6431,Aratula,354,74.06,124,25.94,478,2.4
QLD,316,Wright,6255,Beaudesert,711,65.23,379,34.77,1090,7.98
QLD,316,Wright,58586,Beaudesert East,479,62.7,285,37.3,764,4.22
QLD,316,Wright,83230,Beaudesert PPVC,3167,69.59,1384,30.41,4551,9.99
QLD,316,Wright,6062,Beechmont,242,51.38,229,48.62,471,1.92
QLD,316,Wright,5602,Blenheim,203,64.65,111,35.35,314,2.75
QLD,316,Wright,65495,BLV Wright PPVC,0,0,0,0,0,-85.71
QLD,316,Wright,31682,Bonogin (Wright),847,70.64,352,29.36,1199,0.17
QLD,316,Wright,6432,Boonah,1349,72.1,522,27.9,1871,5.38
QLD,316,Wright,58884,Browns Plains WRIGHT PPVC,974,64.04,547,35.96,1521,8.11
QLD,316,Wright,6262,Canungra,908,65.28,483,34.72,1391,3.31
QLD,316,Wright,83323,Carrara WRIGHT PPVC,670,67.81,318,32.19,988,7.28
QLD,316,Wright,56441,Divisional Office (PREPOLL),27,36,48,64,75,-12.57
QLD,316,Wright,32547,Flagstone,1027,53.32,899,46.68,1926,9.5
QLD,316,Wright,5607,Flagstone Creek,94,83.93,18,16.07,112,11.06
QLD,316,Wright,5608,Forest Hill,312,61.78,193,38.22,505,6.03
QLD,316,Wright,5609,Gatton,675,64.35,374,35.65,1049,1.97
QLD,316,Wright,82943,Gatton PPVC,4303,73.21,1575,26.79,5878,10.44
QLD,316,Wright,5610,Gatton South,439,64.46,242,35.54,681,-1.12
QLD,316,Wright,6078,Gilston,818,69.32,362,30.68,1180,4.22
QLD,316,Wright,5611,Glenore Grove,629,59.23,433,40.77,1062,6.72
QLD,316,Wright,5613,Grantham,253,65.04,136,34.96,389,1.46
QLD,316,Wright,31793,Greenbank,1191,58.1,859,41.9,2050,4.01
QLD,316,Wright,47744,Greenbank South,996,52.95,885,47.05,1881,1.48
QLD,316,Wright,6448,Harrisville,238,71.9,93,28.1,331,7.21
QLD,316,Wright,5618,Hatton Vale,1033,61.49,647,38.51,1680,12.13
QLD,316,Wright,5619,Helidon,425,69.79,184,30.21,609,9.39
QLD,316,Wright,58844,Hillcrest (Wright),385,67.43,186,32.57,571,2.19
QLD,316,Wright,6270,Hillview,76,79.17,20,20.83,96,1.39
QLD,316,Wright,58728,Ipswich WRIGHT PPVC,265,65.11,142,34.89,407,4.08
QLD,316,Wright,6459,Jimboomba,1262,54.77,1042,45.23,2304,9.25
QLD,316,Wright,38246,Jimboomba East,1041,62.98,612,37.02,1653,8.64
QLD,316,Wright,47730,Jimboomba PPVC,3385,61.91,2083,38.09,5468,4.88
QLD,316,Wright,6451,Kalbar,628,78.21,175,21.79,803,6.5
QLD,316,Wright,5621,Kentville,89,61.38,56,38.62,145,9.26
QLD,316,Wright,6273,Kerry,112,86.15,18,13.85,130,9.14
QLD,316,Wright,58830,Kooralbyn,299,60.4,196,39.6,495,4.31
QLD,316,Wright,5623,Laidley,945,55.82,748,44.18,1693,5.21
QLD,316,Wright,5624,Lake Clarendon,196,70.5,82,29.5,278,7.44
QLD,316,Wright,6458,Logan Village (Wright),1041,56.03,817,43.97,1858,3.75
QLD,316,Wright,5626,Ma Ma Creek,160,80,40,20,200,1.28
QLD,316,Wright,6464,Mount Alford,322,80.7,77,19.3,399,6.11
QLD,316,Wright,5629,Mount Sylvia,97,73.48,35,26.52,132,-2.64
QLD,316,Wright,37810,Mudgeeraba (Wright),284,62.14,173,37.86,457,4.72
QLD,316,Wright,31487,Murphys Creek,303,63.66,173,36.34,476,7.65
QLD,316,Wright,6466,Mutdapilly,171,77.38,50,22.62,221,3.86
QLD,316,Wright,37395,Nerang West (Wright),594,63.26,345,36.74,939,-3.73
QLD,316,Wright,64579,Northern Gold Coast WRIGHT PPVC,1082,64.29,601,35.71,1683,1.81
QLD,316,Wright,56265,Oxenford (Wright),313,61.49,196,38.51,509,-2.22
QLD,316,Wright,66008,Pacific Pines (Wright),245,56.84,186,43.16,431,1.6
QLD,316,Wright,83215,Pacific Pines North (Wright),269,64.2,150,35.8,419,10.65
QLD,316,Wright,56301,Park Ridge (Wright),189,59.43,129,40.57,318,10.33
QLD,316,Wright,6469,Peak Crossing,402,68.25,187,31.75,589,8.95
QLD,316,Wright,58839,Plainland,302,62.66,180,37.34,482,5.39
QLD,316,Wright,6286,Rathdowney,171,68.95,77,31.05,248,0.53
QLD,316,Wright,6474,Roadvale,342,78.26,95,21.74,437,9.95
QLD,316,Wright,65792,Robina WRIGHT PPVC,1706,67.94,805,32.06,2511,-0.41
QLD,316,Wright,58507,Special Hospital Team 1,31,75.61,10,24.39,41,3.55
QLD,316,Wright,58508,Special Hospital Team 2,94,65.73,49,34.27,143,-5.7
QLD,316,Wright,58509,Special Hospital Team 3,63,78.75,17,21.25,80,7.13
QLD,316,Wright,58510,Special Hospital Team 4,21,72.41,8,27.59,29,1.68
QLD,316,Wright,70729,Special Hospital Team 5,34,57.63,25,42.37,59,-13.96
QLD,316,Wright,6098,Springbrook,104,39.54,159,60.46,263,-6.46
QLD,316,Wright,83419,Springfield Central WRIGHT PPVC,286,60.98,183,39.02,469,6.91
QLD,316,Wright,12059,Stockyard Creek,136,74.73,46,25.27,182,7.28
QLD,316,Wright,12042,Studio Village (Wright),451,57.67,331,42.33,782,6.57
QLD,316,Wright,12027,Tallai (Wright),982,68.62,449,31.38,1431,1.72
QLD,316,Wright,6293,Tamborine,778,63.2,453,36.8,1231,5.3
QLD,316,Wright,6288,Tamborine Mountain,741,60.79,478,39.21,1219,-1.88
QLD,316,Wright,6294,Tamborine North,1096,56.88,831,43.12,1927,-0.97
QLD,316,Wright,6295,Tamrookum,130,74.71,44,25.29,174,7.66
QLD,316,Wright,5639,Thornton,134,78.36,37,21.64,171,9.55
QLD,316,Wright,5647,Upper Tenthill,170,87.18,25,12.82,195,6.05
QLD,316,Wright,6481,Warrill View,170,79.07,45,20.93,215,1.2
QLD,316,Wright,5650,Withcott,842,71.42,337,28.58,1179,9.06
QLD,316,Wright,6296,Woodhill,495,63.46,285,36.54,780,3.89
QLD,316,Wright,83355,Worongary South (Wright),396,65.45,209,34.55,605,-0.72
QLD,316,Wright,82941,Yarrabilba,647,45.63,771,54.37,1418,-6.71
SA,179,Adelaide,6648,Adelaide (Adelaide),193,35.94,344,64.06,537,0.77
SA,179,Adelaide,32952,Adelaide ADELAIDE PPVC,1827,42.18,2504,57.82,4331,-2.84
SA,179,Adelaide,6649,Adelaide East,503,42.74,674,57.26,1177,0.65
SA,179,Adelaide,6651,Adelaide South,809,38.02,1319,61.98,2128,-0.1
SA,179,Adelaide,83454,Adelaide West,214,29.97,500,70.03,714,-7.63
SA,179,Adelaide,7048,Allenby Gardens (Adelaide),651,36.03,1156,63.97,1807,0.19
SA,179,Adelaide,7008,Black Forest (Adelaide),265,39.14,412,60.86,677,-0.49
SA,179,Adelaide,6654,Blair Athol,467,31.7,1006,68.3,1473,7.16
SA,179,Adelaide,65592,BLV Adelaide PPVC,0,0,0,0,0,-40
SA,179,Adelaide,6655,Broadview,1114,48.33,1191,51.67,2305,0.54
SA,179,Adelaide,7049,Brompton,565,29.91,1324,70.09,1889,-3.03
SA,179,Adelaide,96647,Brooklyn Park (Adelaide),211,38.72,334,61.28,545,0.52
SA,179,Adelaide,83760,Colonel Light Gardens ADELAIDE PPVC,780,50.42,767,49.58,1547,-7.69
SA,179,Adelaide,7053,Cowandilla (Adelaide),499,28.55,1249,71.45,1748,-1.78
SA,179,Adelaide,36447,Croydon,319,27.91,824,72.09,1143,-3.37
SA,179,Adelaide,6657,Croydon Park,442,31.46,963,68.54,1405,4.98
SA,179,Adelaide,30170,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,179,Adelaide,6659,Enfield,703,36.29,1234,63.71,1937,3.76
SA,179,Adelaide,6660,Enfield North,420,38.78,663,61.22,1083,4.49
SA,179,Adelaide,96649,Flinders Park (Adelaide),207,44.71,256,55.29,463,-0.37
SA,179,Adelaide,6868,Fullarton,768,56.64,588,43.36,1356,0.24
SA,179,Adelaide,6871,Goodwood,665,33.71,1308,66.29,1973,-5.67
SA,179,Adelaide,82875,Goodwood Park,362,47.07,407,52.93,769,6.28
SA,179,Adelaide,6663,Greenacres,816,42.63,1098,57.37,1914,5.86
SA,179,Adelaide,6878,Hyde Park,847,68.86,383,31.14,1230,-1.67
SA,179,Adelaide,96623,Kent Town (Adelaide),49,48.51,52,51.49,101,-12.63
SA,179,Adelaide,7067,Keswick,326,39.52,499,60.48,825,-3.67
SA,179,Adelaide,6668,Kilburn,427,26.49,1185,73.51,1612,3.09
SA,179,Adelaide,7255,Kilkenny (Adelaide),257,34.5,488,65.5,745,-2.03
SA,179,Adelaide,12086,Kilkenny North (Adelaide),233,28.04,598,71.96,831,0.39
SA,179,Adelaide,7070,Kurralta Park,261,38.21,422,61.79,683,-5.07
SA,179,Adelaide,82879,Lower North Adelaide (Adelaide),492,55.85,389,44.15,881,4.65
SA,179,Adelaide,31070,Malvern,747,58.63,527,41.37,1274,-7.7
SA,179,Adelaide,33098,Mansfield Park (Adelaide),292,25.15,869,74.85,1161,2.39
SA,179,Adelaide,7079,Mile End,513,28.08,1314,71.92,1827,-0.59
SA,179,Adelaide,6674,Nailsworth,781,46.05,915,53.95,1696,3.49
SA,179,Adelaide,6675,North Adelaide,1139,51.73,1063,48.27,2202,-2.85
SA,179,Adelaide,6676,Northfield,612,37.71,1011,62.29,1623,8.7
SA,179,Adelaide,38208,Northgate (Adelaide),817,47.97,886,52.03,1703,3.73
SA,179,Adelaide,65713,Other Mobile Team 1,4,8.33,44,91.67,48,-13.1
SA,179,Adelaide,65717,Other Mobile Team 2,7,26.92,19,73.08,26,5.49
SA,179,Adelaide,6886,Parkside,875,45.72,1039,54.28,1914,0.87
SA,179,Adelaide,64715,Payneham ADELAIDE PPVC,1840,55.76,1460,44.24,3300,0.46
SA,179,Adelaide,7075,Plympton (Adelaide),603,37.73,995,62.27,1598,-4.28
SA,179,Adelaide,96715,Port Adelaide ADELAIDE PPVC,477,36.19,841,63.81,1318,0.64
SA,179,Adelaide,6679,Prospect,1063,40.28,1576,59.72,2639,0.35
SA,179,Adelaide,6681,Prospect North,781,38.84,1230,61.16,2011,2.73
SA,179,Adelaide,6682,Prospect South,409,51.9,379,48.1,788,0.02
SA,179,Adelaide,83475,Prospect West,686,52.01,633,47.99,1319,8.68
SA,179,Adelaide,7254,Regency Park,232,33.87,453,66.13,685,9.24
SA,179,Adelaide,7077,Renown Park,399,29.8,940,70.2,1339,1.61
SA,179,Adelaide,7078,Richmond (Adelaide),622,34.23,1195,65.77,1817,-7.11
SA,179,Adelaide,33202,Special Hospital Team 1,40,53.33,35,46.67,75,1.9
SA,179,Adelaide,33203,Special Hospital Team 2,30,51.72,28,48.28,58,0.5
SA,179,Adelaide,33205,Special Hospital Team 3,75,52.08,69,47.92,144,0.9
SA,179,Adelaide,33206,Special Hospital Team 4,47,37.6,78,62.4,125,-13.59
SA,179,Adelaide,33207,Special Hospital Team 5,55,52.38,50,47.62,105,2.38
SA,179,Adelaide,38420,Special Hospital Team 6,100,55.56,80,44.44,180,4.37
SA,179,Adelaide,65934,Special Hospital Team 7,17,27.87,44,72.13,61,-23.19
SA,179,Adelaide,7080,Torrensville,545,28.08,1396,71.92,1941,-4.77
SA,179,Adelaide,6889,Unley,1084,47.29,1208,52.71,2292,-1.79
SA,179,Adelaide,6685,Vale Park (Adelaide),628,54.14,532,45.86,1160,-0.72
SA,179,Adelaide,6686,Walkerville (Adelaide),1112,60.57,724,39.43,1836,-3.05
SA,179,Adelaide,82880,Walkerville North,355,57.91,258,42.09,613,5.25
SA,179,Adelaide,12085,West Croydon,481,31.17,1062,68.83,1543,4.34
SA,179,Adelaide,7280,Woodville Gardens (Adelaide),410,23.01,1372,76.99,1782,4.02
